X.GN.	X.Pr0B_0h1.	X.ProB_0h2.	X.Pr0B_1h1.	X.Pr0B_1h2.	X.Pr0B_4h1.	X.Pr0B_4h2.	X.Pr0B_16h1.	X.Pr0B_16h2.	a
"sp|B8ZXI1|QTRD1_MOUSE"	16.0108736299177	15.9733911700371	15.9893304100825	15.9488532899207	16.0121804300105	16.0488118499135	16.256548109918	16.25556542003	0.986939787360784
"sp|P24288|BCAT1_MOUSE"	19.4634399400618	19.506637209982	19.504160189906	19.484985579976	19.5017275699226	19.4934403600932	19.9322115895515	19.9062545200306	0.986696072312798
"sp|B1AQJ2|UBP36_MOUSE"	15.9705830699605	15.8941919099861	15.9337836999274	15.9763999300963	16.0484980700764	16.0048083299249	16.3945240800252	16.4013983800228	0.98593679291642
"sp|Q9D8N0|EF1G_MOUSE"	22.7079536699913	22.6510925700784	22.6666506200294	22.681602349902	22.698162859924	22.7223070699742	22.9456874100269	23.0158326600765	0.985753588398247
"tr|Q6PHQ9|Q6PHQ9_MOUSE"	21.5733195598361	21.5808394500533	21.5896335198412	21.5519246401694	21.5296264998169	21.6001199701726	21.927244459905	21.9286964501171	0.98573063608687
"sp|Q68FF7|SLAI1_MOUSE"	15.4094931099372	15.4182180498573	15.4209269801158	15.4851834701037	15.5089626400169	15.4885371298906	15.8282801600521	15.8094846399169	0.985389159505008
"sp|O35874|SATT_MOUSE"	14.5159246198083	14.5145862200736	14.6171598301243	14.4727118798726	14.4539935201542	14.6432378900895	15.2410722700383	15.2793617200846	0.985215890701235
"sp|Q9QZ85|IIGP1_MOUSE"	15.1356407199925	15.2241754400298	15.1250600100901	15.1395963100182	15.3755478001081	15.5027166899218	16.3148346800865	16.3406871699338	0.984653593294008
"sp|Q8BP47|SYNC_MOUSE"	20.1940348694715	20.1059796297833	20.2013774304941	20.1473857399967	20.1789723702139	20.193308129694	20.5579451802494	20.4955335698974	0.984540592373678
"sp|P24547|IMDH2_MOUSE"	21.7774912001318	21.8000254399414	21.7683394998421	21.7823080799643	21.8081045500067	21.7854841301363	22.1006947400374	22.1359771601227	0.983871303775011
"sp|Q3THS6|METK2_MOUSE"	22.2723583099257	22.1800714199035	22.2738542799994	22.1834593801313	22.3080175000797	22.2810002600371	22.7199298899237	22.6861507800926	0.983741293528334
"sp|Q8BJW5|NOL11_MOUSE"	20.8111614403024	20.7353237000037	20.7751501202475	20.782213500217	20.8130224403341	20.7720628301193	21.1052254399842	21.1108696702166	0.983613753343152
"tr|A2ALK6|A2ALK6_MOUSE"	15.6972798701175	15.7245407898906	15.6516335499862	15.7751355301134	15.7837007900156	15.8807743798822	16.3940013499969	16.2945095199307	0.983419567830863
"sp|Q923B6|STEA4_MOUSE"	17.4298486397682	17.3450987800871	17.334129219888	17.4095638900543	17.5029018103009	17.6116611897575	18.0493815901055	18.1207817201926	0.98324331207424
"sp|Q920E5|FPPS_MOUSE"	19.0426663798724	19.0703106401121	19.0663116100005	18.9758739600343	19.0061177399209	19.0461186499343	19.6795112500629	19.7414934599704	0.98153094982249
"sp|Q3UHX9|CI114_MOUSE"	18.3196931600963	18.3202775599834	18.3546530001668	18.2958863301903	18.2995124697865	18.4023165700685	18.6047234999146	18.6129683200459	0.981477649291786
"sp|Q3U308|CTU2_MOUSE"	18.0724089598802	18.1166785499048	18.0398202201826	18.1091629697814	18.0789025100981	18.1125932700895	18.4815659600633	18.447689810036	0.98138077339671
