cluster	X.GN.	X.Pr0B_0h1.	X.ProB_0h2.	X.Pr0B_1h1.	X.Pr0B_1h2.	X.Pr0B_4h1.	X.Pr0B_4h2.	X.Pr0B_16h1.	X.Pr0B_16h2.
2	"sp|D3Z7P3-2|GLSK_MOUSE"	18.7937317500921	18.7561410100473	18.7337101400444	18.6498818099751	18.8505130800918	18.6760608600107	18.9538566600004	19.0451920001147
2	"tr|Q8BK35|Q8BK35_MOUSE"	16.6559328404336	16.4796656500536	16.6103533099303	16.7143345804038	16.578183370034	16.7105679706545	17.2616368502754	17.0535337195776
2	"tr|F6SVV1|F6SVV1_MOUSE"	23.2641782803701	23.2944251593295	23.3131127705267	23.319520200646	23.1566536700293	23.3326645199574	23.5957826303642	23.5338761504464
2	"sp|P68040|GBLP_MOUSE"	23.6170441198281	23.584452100085	23.5821215605389	23.4975994705924	23.6313054705488	23.5350250303423	23.8842743598426	23.8263148604768
2	"sp|Q80SZ7|GBG5_MOUSE"	15.4184780898781	15.255774989825	15.6584556400116	15.610633040081	15.4819729100431	15.7713040799429	16.2386931500416	16.1191397199054
2	"sp|Q99LH1|NOG2_MOUSE"	18.6564326800196	18.6122579699635	18.6566491901109	18.6547195200179	18.5785797399366	18.7415747700677	18.9511172501021	18.978774699897
2	"sp|Q8CI11|GNL3_MOUSE"	19.7574677899209	19.7181849899728	19.7085755600451	19.7663334300611	19.7582611899383	19.8079838799418	20.3258157698939	20.2058095701456
2	"sp|Q6PGG6|GNL3L_MOUSE"	18.6646278198581	18.5747032699805	18.617134630172	18.5603075401758	18.5413365198533	18.6988276401324	19.0271943100721	19.093422059907
2	"sp|P05201|AATC_MOUSE"	20.3169509997153	20.3068064395641	20.2828451703727	20.2644130798403	20.3145765599522	20.2953323795112	20.564567339753	20.5775269300874
2	"sp|Q3TFK5|GPTC4_MOUSE"	15.7090002798991	15.6471076299832	15.710376979982	15.8380816899121	15.7413855699554	15.8232218099819	16.2341398000322	16.026893679964
2	"sp|Q8VCE2|GPN1_MOUSE"	16.2538555999396	16.3098215700856	16.2514855099259	16.2392018400446	16.2727483499628	16.3386264400792	16.5381052600445	16.6188573596459
2	"sp|Q8C5Q4|GRSF1_MOUSE"	17.1521356297906	17.2568783498567	17.0806171501366	17.0691971404608	17.2073901303962	17.307850799744	17.6388924099965	17.6075881103185
2	"sp|Q810D6|GRWD1_MOUSE"	19.1749697101187	19.1613317499794	19.0674812000008	19.0912009698848	19.2092183100004	19.1726551301056	19.4591053799708	19.6319562699581
2	"sp|Q80SU7|GVIN1_MOUSE"	20.9705247102014	21.0114974398772	21.0306509501777	21.0156183002479	21.1679896600971	21.0261847301172	21.6269262701836	21.5703708301607
2	"tr|G3X9B1|G3X9B1_MOUSE"	20.8745190102836	20.870557590296	20.8749742297069	20.9236829898595	20.8731231799424	20.8518418096455	21.1850255401743	21.1884481697806
2	"sp|Q8BQM4|HEAT3_MOUSE"	19.513961879959	19.3799978499348	19.4470565599469	19.4333285099366	19.4691295100943	19.4149780900198	19.8701394499325	19.9230241900484
2	"sp|Q8C3I8|HGH1_MOUSE"	18.7893673599447	18.8731459701165	18.9307559800099	18.8532511198925	18.9212866499732	18.9944220999837	19.2659842000087	19.3308176299112
2	"sp|O08528|HXK2_MOUSE"	19.2653543301098	19.2766249300731	19.3129977500011	19.3802418799002	19.3115463199675	19.3004506900267	19.6004823599485	19.5811264099286
2	"sp|Q8JZK9|HMCS1_MOUSE"	18.545494359831	18.6067043201162	18.5566914100824	18.5159272400719	18.7774982200153	18.7440998098785	19.7331635799291	19.7117944200773
2	"sp|P63038|CH60_MOUSE"	24.9463337298899	24.9157804501686	24.890661650108	24.8908986498069	24.9599019299046	24.9459078399054	25.1654934501085	25.1835066600465
2	"sp|P58044|IDI1_MOUSE"	18.1102267999092	18.1430266199143	18.1639393901766	18.1560423897747	18.2024245301664	18.1760182899441	18.7884469299136	18.8267412100792
2	"tr|Q62293|Q62293_MOUSE"	17.3938778603821	17.3056436400987	17.4379367302814	17.4705645698182	17.5393421699765	17.6233610498273	17.9634650497536	17.8762083600405
